Symbol	GSM3446059	GSM3446060	GSM3446061	GSM3446062	GSM3446063	GSM3446064	GSM3446065	GSM3446066	GSM3446067	GSM3446068	GSM3446069	GSM3446070
AHSP	-2.68163866670477	-1.26604531612103	-2.47969328303113	-2.71755130902111	-1.58224873106177	-0.735078496399638	-2.86783547045593	-2.57995043307903	-2.65044336115361	-2.43968260811015	-2.94743752732186	-2.61635369275074
AJUBA	0.26207691087771	-1.33960057185724	0.388272423267173	-0.000786964575407824	-1.63547973116888	-0.787864217308398	0.545759483208614	0.452836241802937	-0.0262990133113948	0.548157051805094	0.214346754300985	-0.0605344330085677
AKTIP	0.412981665213736	-1.23829731785116	0.805861229695402	0.437016959153759	-0.268658025294655	-0.666961604944917	0.776029630960099	0.827702852056715	0.384620549950499	0.50993954991848	1.05916514340101	0.535586786006781
ALOX5AP	-2.86850850221254	-1.44983252944389	-2.65711338549567	-2.2469620500107	-1.76693350357838	-0.912565900181036	-2.81492891864551	-3.22152385280153	-2.88447147485149	-1.88428831074222	-3.17574572008498	-2.82966759665484
AMIGO3	-0.779243264921338	-1.30089783596859	-1.10763838862426	-0.992302046543271	-0.668053977972559	-0.768593385440091	-0.844684545238418	-1.11638470867049	-0.383807154465405	-0.408155077584161	-1.11418158814419	-1.26785797982914
ANKRD55	-2.39078766280859	-1.45410481051488	-2.6584350059359	-2.88369640571834	-1.76329849850929	-0.907094058711988	-3.08142773129072	-3.19343968388554	-2.85646271324856	-2.92522277672489	-3.14505877181305	-1.80750694238706
ANO1-AS2	-1.57062793746835	-0.55058152270564	-1.67653079183542	-1.68591228191409	-1.1121693279466	-0.26583706882806	-2.32465520609422	-1.76204518975333	-2.31571171131166	-2.26871786690748	-1.75788688377189	-1.96242564820178
ANXA4	2.60784992473808	0.876482375948676	2.36815289932957	2.59900308958924	1.71907808254287	0.184286575712404	2.77377076329141	2.71974122333343	2.39021887830159	2.74869985293232	2.52164539253078	2.13409458855104
AP1S2	-1.96617794956278	-1.44996944073041	-1.8208154400605	-1.79766285044478	-1.2090073061896	-0.919656872850132	-1.71347464634441	-1.39642555882848	-1.47357003012249	-1.47730160185917	-1.60237526921772	-1.64718897085913
AP4E1	0.903787192203593	0.0785974246781248	0.990825198294838	0.92274802540716	0.605929025284068	-0.894530903499114	1.09593369009057	1.2554335800927	0.947036179676195	1.0813611026157	1.43150599498061	1.29269717238326
APELA	-2.68229449404097	-1.36122585625904	-2.3843834396502	-2.78493229160502	-1.32326337762138	-0.769484542804193	-2.71285449576648	-2.74527710321837	-2.81263150375869	-3.17360551479011	-2.41626063284813	-2.46222051908064
APLN	-1.81581368818501	-1.28536811190598	-2.49853877441335	-2.742870802561	-1.24828397617405	-0.748436549682091	-2.43997997357172	-3.01635790702686	-2.67715690619708	-2.41788292058979	-1.86643242187628	-2.64663812940583
ARHGAP17	0.687468899341903	-0.492750967310045	0.280975845645688	0.428978658072426	-0.28496775687486	-0.740907076338167	0.528133679852094	0.379209220264515	0.0490177025663218	0.868257306755489	0.186190493629684	-0.00476778836103135
ARHGAP23	-2.21715936748552	-0.777302306702249	-1.94348879523329	-2.26899958036455	-1.07441927500284	-0.423757242752973	-2.35056833131573	-2.37919710224889	-2.06975790249134	-2.55626784210551	-2.49153400225442	-2.10000565579352
ARHGAP30	0.2078295157609	1.26368638642463	0.142571751162597	0.150381544696188	0.874048751108797	1.59165738406716	-0.202951287313722	0.0766689910862564	0.251056402050557	0.0207730352196382	0.127993094713455	0.263854152110414
ARL6IP1	1.37239939413439	0.0177577585647214	1.33515520985168	1.51045656786316	1.02423066425451	-0.751244352071497	1.54227652889158	1.68408875823383	1.44039456797771	1.5448714640799	1.70950293042106	1.61704541427268
ARNTL2-AS1	-2.68133208513194	-1.28670934962415	-2.47012674468052	-2.71459067343639	-1.57755688631273	-0.733946448255123	-2.44754476318284	-2.31708205804167	-2.69388255287425	-3.11864965744699	-2.98174935186254	-2.63250215777747
ASAP3	1.50856647609889	1.9548600489512	1.7031309390781	1.46225781710189	1.7788241901504	2.01432234271486	1.39538052673437	1.54939699522898	1.37758770873545	1.67723760479253	1.45099224147317	1.63433847842505
ASB8	-2.70523630382718	-1.29288688849718	-2.50539822739595	-2.7507931958124	-1.6073073187616	-0.751555228043353	-2.89508376799947	-2.54286906816476	-2.42214148386573	-3.0043514925298	-2.98072764808557	-2.65349404937791
ASPM	3.11427730173143	2.59396504435616	3.29409910784723	3.27162344579406	2.85732032838491	1.70979649784022	3.37517494806873	3.72625219444657	3.46806071769718	3.24414008123913	3.73792124046909	3.47082121058248
ATF7IP2	-2.15340005731043	-1.3380950381294	-2.54747138252812	-2.77757499707162	-1.40406990617621	-0.813704642630429	-2.95433014334499	-2.82397045843293	-1.99225758125025	-2.79602863099135	-3.02642590026532	-2.30149070705285
ATG12	0.876425970726482	0.642821221310756	0.913892451898406	1.03728551456711	0.964864796695805	-0.0365919931870853	0.985916770681699	1.12046246275337	0.977401479653392	0.896676316784947	1.11708194494649	1.13479900984841
ATP2B2	-2.26198744363728	-1.33266044086884	-2.59472055597424	-2.82830717567346	-1.30934656821967	-0.448274266877953	-3.07412449514046	-2.84394973269854	-2.30657999198772	-2.94456014217305	-2.55916168075434	-2.2501911382221
ATP6V1D	1.29548514902101	-0.169883449361327	1.33950782759131	1.27382693358392	0.801640518052879	-0.439186718560446	1.48204418767451	1.65058542004922	1.39027718488697	1.31108262411873	1.69495085988872	1.14642897725914
ATRX	1.02101380029565	0.678116565572443	1.11968719353074	1.1454511799454	0.617460853690263	-0.394408259844516	1.17486365373818	1.32741970848725	1.066635648936	1.10822573827821	1.19402257353751	0.914625758575047
B3GALTL	-2.13365791673965	-1.40402368080446	-1.5815548240968	-2.60543405678888	-1.24563019282949	-0.852744595956699	-3.03408542235008	-2.33997110144778	-2.81152577770771	-1.93970515093547	-2.31014698214632	-1.82924001511104
B3GNT9	-2.74506661790276	-1.34993421626285	-1.79316939871166	-2.77886329425938	-1.64619246107249	-0.798446286992246	-2.97813208946409	-2.29399935614225	-2.75729346140419	-2.70102543763026	-3.04840626803781	-2.18535304465886
BACH1-IT2	-2.6132799397549	-1.19731540738525	-2.70634692749662	-2.50032855033455	-1.81468676445841	-0.954055820163536	-3.15942141689675	-2.77932056231542	-2.74664927751166	-2.87524035911384	-2.12840254324114	-2.89411995762859
BAIAP2L1	1.56316918856564	0.455135907896263	1.32876726784073	1.52699025396663	1.11894828872842	-0.763893653350158	1.73119661446754	1.30110977017649	1.08247734794906	1.65899647549995	1.35748896227247	1.14751634714499
BARHL1	-2.45215121465303	-1.25351085759471	-2.47305882526563	-2.70931360385948	-1.58433170733612	-0.747294520706319	-2.88509184122046	-3.00633943107057	-2.67554160814321	-1.94431291131891	-2.97638694688224	-2.57426766939075
BCL2L11	1.82901118700852	3.36662389993571	2.10402039958901	2.04407909639267	2.51907840375575	3.77974122548	1.90070059280149	1.96567993225471	2.07584826220172	1.76144212207016	1.81792493766336	2.0732326885394
BDNF-AS	-1.10877012726952	-1.09988195435257	-0.98903581894704	-0.641086145810462	-0.668072828158561	0.0789989576174484	-0.477837695567165	-1.20894925802345	-0.965289792923521	-1.22547791041707	-0.705703977185705	-1.35868126996456
BEND6	-2.47607029759457	-1.42129448151853	-2.30197330017744	-2.15124359665911	-0.983827163591742	-0.87606727524197	-2.27967907541452	-2.9438910353151	-2.88717700754989	-2.86618187457981	-2.72052009809804	-2.43206937764778
BIVM	1.15490672175452	-0.587106475683264	1.02306929618557	1.09302579925358	0.33559079826854	-0.619486048510109	1.39473017016864	1.31955510066436	0.969136623119192	1.40515870817272	1.15893806552111	0.969830671124117
BLM	1.56036808620288	0.592552255305116	1.53473737502518	1.46564848423502	1.09557408533225	-0.272854615194148	1.66123465611978	1.88397369012993	1.63908007780278	1.71960256998031	1.78235311486285	1.61786970495073
BNIPL	-1.12838413965293	-1.40244805838604	-1.1759675593625	-1.00609428837142	-1.64819144353391	-0.858065094733525	-2.36746115909351	-2.7119796713681	-2.25921173995868	-1.77097433651314	-1.610155224641	-1.827002747513
BTF3L4	1.09480383286473	-0.421483894019867	1.08436978822817	1.07038557614264	0.340115902187798	-0.304487821277575	1.20838872204346	1.54750339388366	1.12983157868855	1.06234866846927	1.25077540431193	0.765745768165718
BZW1	2.43108799928349	1.52559609797905	2.51055294679928	2.60184894842033	2.24144373185751	0.754005294644351	2.57713459144358	2.74146624071376	2.61836933819133	2.44122259997934	2.7113132692112	2.68534016826228
C10orf128	-2.81814249956346	-1.08596488630317	-2.61796405647589	-2.85365396674818	-1.71416920942485	-0.612306456001985	-2.69515369468753	-3.14437507628981	-2.80459147088693	-3.23979633225957	-3.10273512228797	-2.7645179758412
C10orf67	-2.76610156938969	-1.29477802156244	-2.56838730493631	-2.28946532970634	-1.67054286302743	-0.791037034564436	-2.55761382290359	-3.11164170051185	-2.77812620986347	-3.20150632680029	-3.06512705793997	-2.72680594811882
C10orf91	-2.79039220387993	-1.38498029288586	-2.58601671807584	-2.82191099195226	-1.69273708455377	-0.828858190253468	-2.98201759122601	-3.09603267985296	-2.47435674426021	-3.18684745316587	-3.05325829848403	-2.17724530387819
C16orf52	-0.240735339691774	-1.39434179906272	-0.227856033888677	-0.112198417580292	-1.7097257105512	-0.843823929810779	-0.0278355913526288	0.0586121378931441	-0.134057575605939	-0.267051213071105	0.378277899866429	-0.171532404384631
C17orf67	-2.70923259485428	-1.38847206459579	-1.86612532724686	-2.83549014149354	-1.24343347066568	-0.836327596212541	-1.90395987368335	-2.69668653779088	-2.80617791167115	-3.10901096651063	-2.7324243544686	-2.42542178689713
C19orf47	0.586123037952989	1.83354182629254	0.557093617937051	0.689659222199352	1.33648126963867	2.34700342317994	0.658481088076719	0.379903710800284	0.727921681637736	0.581887770026397	0.276682520325931	0.356227702441162
C19orf54	-1.69088986804789	-0.442994776723562	-1.88691561369643	-1.97109542018197	-0.728502857238985	-0.412471151465316	-2.20453681067066	-2.43138778073006	-1.86564742927852	-2.39335111165543	-2.358054838731	-1.67926359132317
C1orf162	-2.12124802064591	-1.00031826405063	-1.87943794431451	-1.82983016454541	-1.73025783915463	-0.873831034321883	-1.94735201804899	-1.90877380091306	-2.59575051825097	-3.27226702885632	-1.56795333586982	-2.80490185336498
C1orf56	1.71654261082049	0.172930970009009	1.51292335114347	1.58954938871493	0.818306148578766	-0.291342712426165	1.824431371389	1.85885853328209	1.56477960962166	1.98560286432829	1.59437265122038	1.07986422097843
C1QTNF2	-2.90089498736441	-1.50484401455261	-2.70487177266177	-2.67022322798427	-1.27666211351441	-0.952008955112608	-3.15004597000107	-2.97112825025339	-2.92819819358617	-2.22813824683603	-3.03736401249545	-2.58100048737189
C1RL-AS1	-0.174253661760376	1.20302874241469	0.300971154839635	0.0137528534778744	0.37157123347198	1.27794244707687	-0.480175996787225	-0.106132659795511	0.180585887850032	-0.67373027470354	-0.301795457382083	-0.0218975918027004
C22orf39	-1.68261814314995	-1.24039930652521	-1.83258347937534	-2.02584890500702	-1.73344050292305	-0.864717021556827	-1.43447726620845	-1.51236745101674	-1.96868219716091	-1.21651038063072	-1.4870532494124	-2.53027831588583
C8orf48	-2.84546638691683	-1.42900804375441	-2.36045686238805	-2.8747563760657	-1.75875691322792	-0.898425494812913	-3.09200025190093	-3.22443005860645	-2.79033250417334	-2.8301330166397	-2.83912887837942	-2.75875733047594
C9orf3	-1.72637826637148	-0.76028843449207	-1.2940028115869	-1.80070853897047	-1.35608599383962	-0.613141579421002	-1.82517800378219	-2.07448059024039	-1.92992540420087	-2.05304094851905	-1.97505166734192	-2.0160253651354
CA10	-2.67304224821414	-1.2848694598425	-2.46118458412352	-2.71151067664721	-1.57643128892053	-0.713681873590869	-2.89266191831276	-2.99421053199022	-2.66413475623705	-2.27914555786033	-2.94809822504785	-2.60407244802006
CACNA1B	-2.79983088316818	-1.38724585965108	-2.59958664386158	-2.83943205421444	-1.71687169527024	-0.856611444981305	-2.87892759188539	-3.21274043492462	-2.87613177936527	-3.30086352802807	-3.16966411860774	-2.46090599361743
CACNA1C-AS1	0.0494911527052633	1.40435749942115	0.294569835010636	-0.0552742320258801	0.720181584138108	1.88007681667802	-0.178388677512314	-0.336944597966269	0.389473231629122	-0.029293508824955	-0.362384929206573	0.178988568554436
CALCR	-2.16606417096892	-1.0703429698803	-1.69483866717238	-1.72533234325285	-1.20454877183004	0.0392583446567458	-1.95871109923079	-2.49557671096491	-2.09012399242738	-1.96508708265862	-1.98600247859582	-1.74909272354802
CALM2	5.05842464142507	3.91597303766875	5.07362870676203	5.16023077097912	4.66176210067825	2.75284548763295	5.31984199928751	5.47105595582223	5.14739185724592	5.22959960450965	5.48047867446116	5.18255714264965
CALML6	-1.16337310011034	0.312673979761214	-0.897032541972807	-1.1768406008531	-0.408282195876474	0.395293796587234	-1.69437929153024	-1.15928013454369	-0.489322143087746	-1.69655306935414	-1.40296981895135	-1.20424604832034
CAPNS2	-2.65790544052718	-1.24526171338938	-2.46317267697613	-2.69816066417616	-1.57605317628456	-0.742687519640227	-2.87558949982632	-2.9944861303131	-2.66274957543936	-2.14787180289021	-2.96369495314477	-2.62349622605294
CBX3	3.55668649123544	2.83343335223499	3.71456802772897	3.66846654402934	3.48302174607309	2.21585489705114	3.88694853321992	4.03966047878564	3.77409675690508	3.71121295335409	4.04049613118124	3.838208599858
CC2D1A	6.82410324175058	8.13246860012021	7.18862852574022	6.85637624222267	7.80008072664107	8.67498295973936	6.71309424084694	6.7885902246471	7.12707851913449	6.43912434098267	6.84594898129816	7.02837897308803
CCDC102B	-1.41923200784607	-0.79096905516376	-1.37888699419381	-1.63759997001112	-1.23468868506914	-0.217284359121093	-1.92941604674	-1.86223013854911	-1.411014215948	-2.90903410727638	-1.64439659163776	-1.68352847473937
CCDC115	2.49625811505414	1.48649456908759	2.36548516945766	2.44787867737063	1.94222141510524	0.955385477863137	2.35133115376237	2.51632834287397	2.28081643409165	2.37889250806319	2.32303491380551	2.09380631280546
CCDC27	-2.83003912223295	-1.43339738590969	-2.6326333655269	-2.8620210695965	-1.73620545441485	-0.881652021716562	-3.06647798751497	-3.18075744983563	-2.84397013545129	-2.30333452374713	-3.13617179243227	-2.79264722770999
CCL3L3	-2.68812779421519	-1.28479307491763	-2.30776549815208	-2.59867400409618	-1.59002108749126	-0.722363443294846	-2.87958654199316	-2.99395798852901	-2.65831357068758	-2.30134439797452	-2.94849958829207	-2.03426906393007
CCNA1	-2.9328216830267	-1.53210480163559	-2.7380663830259	-2.97758546735363	-1.85676405735798	-0.98698135175639	-2.78289956879092	-3.30547472330244	-2.97460023619743	-2.7157230623592	-3.27110584732221	-2.93429482452406
CCNH	1.30920655188903	-0.509531687928816	1.07723264856063	1.13675070160216	0.827248702067605	-0.875680213313364	1.29227379807729	1.51549200488703	1.27945397182236	1.25698172416117	1.57606676089898	1.16769646545327
CD37	-2.81156488801721	-0.624232982300985	-2.63811769121372	-2.42586744407978	-1.14522177659124	-0.888253123683181	-3.02844057536658	-2.64057251993657	-2.87270442931674	-2.6249752836882	-3.16896252974177	-2.3142161269878
CDC27	1.47803501797787	0.381256088950971	1.31351298547471	1.29847858646191	0.870673476990031	-0.242979175504781	1.65671978389222	1.65238322689024	1.44085251199608	1.43833832189941	1.46214688182421	1.26658661974898
CDH15	-2.82360554116598	-1.46509188868538	-2.66392570425087	-2.89657472256477	-1.76853917704281	-0.912031345951326	-3.11273615532961	-2.26493140506064	-2.89330099993967	-3.31467742289869	-2.95703102222072	-2.84465987534923
CDHR3	-1.55933899711668	-0.230193335668291	-1.03147153970166	-1.15455154833156	-0.917549806676276	-0.798310302367886	-1.1567576427852	-1.25206380113651	-1.24247542816707	-1.23112668432369	-1.22791355746681	-1.30908633814061
CDK18	0.397953333239044	1.87433374577533	0.66738625492635	0.299288649288865	1.20628313725035	2.11560982289442	0.309585614075244	0.129014195183118	0.282562765130009	0.654124200176251	0.171529756729852	0.387755197312514
CDKN2A-AS1	-2.63711089315236	-1.04580916719332	-2.43682961983834	-2.01106076895378	-1.37211305683771	-0.692895568216986	-2.68473564491262	-2.72463313099137	-1.67284320924631	-3.14469923542584	-2.28223339097679	-2.66837231362288
CDX1	-1.1544508635259	-0.0449175873837004	-0.776580677801693	-1.20380617487606	-0.605907766183928	0.179989034967651	-0.876327417113866	-1.17377366992397	-0.750634786460008	-1.35973715430774	-1.47959177243576	-0.682107060244735
CENPJ	1.42628313092483	0.621790936005683	1.50137952835535	1.29071477142798	0.790564164946667	-0.813447239764042	1.7464873230452	1.94156056588985	1.47114528010407	1.79301801609227	1.69610044433436	1.08840313144895
CENPQ	1.26671517422421	0.362352877720939	1.56893815807224	1.58836665763023	1.22097238174588	-0.478133341183765	1.61651889956592	1.89308407017764	1.60225538633899	1.32616086254207	2.03462985372431	1.76994682005069
CFAP74	-2.19371312231696	-1.10809610138979	-1.89916588163946	-2.85523028160482	-1.52909432356831	-0.602638942554988	-2.75900855158973	-2.71301707361685	-2.2260444994929	-2.87892843715676	-2.68610265813614	-2.16278687997233
CHGA	-2.73239866366899	-1.32713480445808	-2.53774005585472	-2.78574569688413	-1.64100446475762	-0.790245456054953	-2.60352741524203	-3.06599861269965	-2.73228235247112	-3.16988432382554	-3.02679490017281	-2.11892958464255
CHM	-0.349119745746676	-1.26812150278757	-0.389090891542726	-0.313075252165337	-1.56227194513001	-0.474676957051072	-0.249795263938471	-0.0953141267121138	-0.297011232051765	-0.224811608623588	0.272185105977642	-0.18978526328367
CLEC19A	-2.74362601996062	-1.16052163551545	-2.55218864922297	-2.7912338106227	-1.66600534593733	-0.810816801148061	-2.59155656302839	-3.10487068314158	-2.27597636123552	-3.21342094232924	-2.76978119503513	-2.74299496915271
CLINT1	1.85492701100275	0.962106447038597	2.02930953326495	2.06396703089495	1.33357275481192	-0.0449868502956487	2.18086373817954	2.34868832583251	2.13851147512377	2.12610642797388	2.2245721438246	1.8149426080139
CNTD2	-0.758428543936507	-1.0229550665792	-0.94453280880408	-1.0357479294078	-1.41702642644547	-0.907325153056887	0.267025760485512	-0.897996847550633	-0.644273442740031	0.831856813799834	-0.398836817839447	-0.847395787181876
COL15A1	-2.79584727758195	-1.38283195417485	-2.60141013841395	-2.83839722920141	-1.72050858337542	-0.853342573912711	-3.05405548315227	-3.17473636323214	-2.84380128398886	-2.64229410432329	-2.68864465263139	-2.57246547987546
COL22A1	-2.96941306264103	-1.56392330705475	-2.76714113930035	-2.99835258356972	-1.88581531084355	-1.01427679466211	-3.220883939782	-3.33370452263159	-2.99782510199249	-2.26168733494392	-3.29296107804923	-2.94986181519939
COX1	7.07807382027322	8.5221614073674	7.44708666471792	7.32533328286393	7.94646177828685	8.70336117073334	6.88279207909132	6.98772555172464	7.60066174007147	6.75014519629824	6.96656792698864	7.50566176037392
COX20	2.36031263904197	1.55429534350695	2.12191754119936	2.28598824714513	1.97445499004708	1.16467458873342	2.29303323247703	2.32270274448842	2.17598540087053	2.3693140635634	2.19818977654823	2.09282453916107
CRNDE	2.48025988281947	1.68074932565668	2.54867579001234	2.54344009625196	2.13654405936318	0.943227359724239	2.67617093945343	2.91939059950926	2.67020021885832	2.51771288791174	2.79616292765814	2.70610807951104
CRTAM	-2.90615513262028	-1.50988506819943	-2.45143893420559	-2.95682516726251	-1.82784998113696	-0.861872927854667	-3.15689654454547	-3.27741750969236	-2.61626974800566	-3.0243524720219	-2.4576309567122	-2.90779469562091
CTDP1	0.197326217562054	0.40586148398531	-0.163964594752724	0.0850237325158104	0.315488918340815	0.250652574192691	-0.0910350889082196	-0.201346954147594	0.0308528170702911	0.10182954220181	-0.192746077393312	0.0152502580937388
CXCL14	-0.100384693397326	-0.104011143137222	-0.564595709185496	-0.140485164437199	-0.664370760027322	-0.524562348703682	-1.96986862903698	-1.23280329421799	-1.26146798192326	-1.16929486189735	-0.246413641918914	-0.436345022118691
CYP2B6	-1.51184573382532	0.794912850144323	-0.777359325602991	-1.270841356991	0.20350825482545	1.25238027956501	-2.04051055510863	-1.83508867292212	-1.22146779815749	-1.70488145588096	-1.24523111450414	-0.896623976553252
CYYR1	-1.00999129393345	-0.867740656047432	0.276865516232475	-1.1516619830445	-0.603738461991368	-0.631179017464142	-0.626305562961236	0.140987135432572	-0.206147222576333	-0.672652782788223	0.215755038956079	-0.378921713418423
DAB2IP	1.00077836443152	2.24888230858914	0.888095419843211	0.997922216895371	1.4262149718358	2.52504607553118	0.784737887602741	0.497439207257165	0.710021400970764	1.13132165986786	0.44305899292429	0.811271115214773
DDC-AS1	-2.7899404932593	-1.37655375720838	-2.58361855651026	-2.80708916493903	-1.68974943185928	-0.831815304772365	-2.99109910328273	-3.10824847461573	-2.6101058981938	-3.20030446998277	-2.67061958440829	-2.63196964470125
DEFB130	-2.40251050561989	-0.977528150318347	-2.45321144390411	-2.08026500062911	-1.5674854123761	-0.529872954570392	-2.88041381915114	-3.01474016433691	-2.36811404044187	-2.50674369190337	-2.7693868058496	-2.63359429519874
DEFB4A	-2.85787701731533	-1.46804892050919	-2.54424018042146	-2.82172058158036	-1.77038870151876	-0.915718957868071	-3.12640134367767	-2.68540661315904	-2.74440507868791	-3.33397348188347	-2.50363534603462	-2.8641181126442
DENND4C	1.15574040199345	-0.169074252677671	1.39264433802453	1.03866091803528	0.535497926296456	-0.792936635287658	1.05008158766853	1.6583239471824	1.42758120102279	1.09702817885064	1.37113129146205	1.11863339394809
DENND5A	1.75421681522565	0.620921313749653	1.48997393012817	1.58602028503956	0.992463936822912	-0.421642815900846	1.93816476860278	1.78628831941237	1.6098870059765	1.95051394800558	1.93181020308734	1.53173299792476
DERL3	1.32014426742991	2.94486512461673	1.43378578002277	1.43931689295793	2.25840642802867	3.4281959223199	1.41567154492806	1.18865315712482	1.55358995223341	1.43844015125466	1.25074703271875	1.71319887385687
DISC1	-0.109604960459552	0.470772658744512	-0.0463954724171764	-0.261470322807981	-0.0979867833805241	0.694106381657227	-0.222595141857058	-0.0642222324361904	0.0530615003340548	0.00230572510501134	0.0844081986776631	-0.153124553327028
DMRTA2	-2.69111065380493	-1.29671396156309	-2.48561483249019	-2.72393839260865	-1.5896390008311	-0.739385156733611	-2.90258709020957	-2.34542104124169	-2.68083218004188	-3.10057141404037	-2.68276274595356	-2.62061377445898
DNAJC3-AS1	-1.43723590685194	-0.684728673835669	-1.15079621744749	-1.26144731047074	-0.788270873953942	-0.182007736840588	-1.40042097350948	-1.09747173434754	-1.12692970328521	-1.65058269862932	-0.933412750613928	-0.805691390608141
DOCK8	-2.76134623647945	-1.3502380860622	-2.55208146850631	-2.41631358941486	-1.66954817015218	-0.809074304486417	-3.0502722537794	-2.75423444525751	-2.57398839323523	-2.96054250065835	-3.12980197103858	-2.78107444839022
DPH6-AS1	-2.72769331757092	-1.31487273052428	-2.52968415076947	-2.71851334942378	-1.64818249595509	-0.745958387446633	-2.66895860205303	-3.05263944366417	-2.77149313861076	-3.21440653951924	-2.72040762806312	-2.73800614091744
DR1	1.06514177563365	-0.731157839963654	1.08171464557652	0.982733012461192	0.398234123775111	-0.177821013250163	1.39437855541196	1.45863166790982	1.161348407861	1.20383548824851	1.35297702074231	0.82903512477187
DTX2	0.874801670122351	0.580745776474792	0.450323513350978	0.725966431901526	0.615541313938543	0.638983860797357	0.743173313462387	0.375284311691676	0.206276044598215	1.13852819121099	0.732577183349085	0.54527450645872
DTX3	-2.82054030531664	-1.41445090218935	-2.61769132698818	-2.84318610312089	-1.6779804014299	-0.861950838834837	-3.02227212023119	-2.84383454686366	-2.79779501233986	-2.44054627121864	-3.08438710937348	-2.74307576182566
EBPL	3.7819518824736	3.47437572266811	3.75503441755755	3.67780387267372	3.66590386679995	3.1197596258743	3.7401478443793	3.67618234440032	3.56565774954822	3.65351069881088	3.72832702959291	3.66345297817422
EFR3B	-1.35782610281985	-0.978410173345756	-2.32173590476813	-0.979575909441688	-1.38139621365413	-0.823549197648888	-1.42036237768457	-1.93945166180614	-1.8374197462584	-1.74831332895196	-2.04514795652599	-1.81869565993363
EIF5B	1.12051830359991	-0.46233630960929	0.727320099045656	0.932987819224018	0.253968967760231	-0.358814499728148	1.22517923054107	1.18008466925673	0.827199765964911	1.51648320530461	0.972802054462378	0.896809903123269
ERMN	-2.6623597264868	-0.934206502654226	-2.42417750637531	-1.11077358942488	-1.31631174101796	-0.714092484622625	-2.90128826877096	-3.01441576132049	-2.39493413729069	-3.00346813834803	-2.84855574237852	-2.49426347264189
ERRFI1	1.14526053898967	-0.848428783973611	0.716062002597226	0.880165706387505	-0.104667553589288	-0.135021036450305	1.3234591828698	0.901542989349764	0.752983873218184	1.51772726598959	1.22535341829895	0.637205281818299
EVC2	-0.52458972337392	0.582505098061535	-0.63558043776428	-0.403463363686025	0.0558719745649907	1.02797233970775	-0.573771982844302	-0.862319883273892	-0.46360619016724	-0.968182833142345	-0.335960464998652	-0.270024569781356
FAM126A	-1.81344284770849	-1.33815259886358	-1.63093568928479	-1.63672456330109	-1.66214570675516	-0.799535228392632	-1.27207695298689	-0.853965688359194	-1.72411065631663	-1.42167502269121	-1.63589150192622	-1.75013224443273
FAM172A	1.2530580952269	0.264581744041349	1.29461122909297	1.55008136628226	0.969167675866457	-0.392656274590136	1.36353355634293	1.86425164276533	1.62114877620369	1.523708363588	1.73163581292827	1.34933318892017
FAM198A	1.72229790836983	1.05310432081941	1.66857446678006	1.640583996607	1.10402733331402	0.455352553536327	1.97812580320405	1.95203583744306	1.66244870084406	1.93465450868694	1.81094438600913	1.4516677426489
FAM21C	2.06527085236475	3.23355767303202	2.36667892181752	2.26643816006836	2.91098583875882	3.55802803975175	2.13392573598175	2.12412045981846	2.49599979800364	1.829945455008	2.12090530498245	2.48343106796492
FAM74A1	-2.80761739715614	-1.40533566965276	-2.60578126244757	-2.83266448670597	-1.70688588168282	-0.852841636758173	-3.01555344142205	-3.12606980057302	-2.79029932111421	-2.59396171523106	-3.07726294436248	-2.3427278182699
FAM83E	-2.68605706296296	-1.34200301767639	-2.54160033586592	-2.7706714094592	-1.63912769950378	-0.782091965742879	-2.93466829415159	-3.04401891351302	-2.19218567595009	-3.13028226477397	-2.99602865747137	-2.38030048097823
FANCF	2.68033497319171	2.10355594537136	2.64485342894564	2.76328452361322	2.73278945442602	0.877394563634476	2.65933802035199	2.53518472765511	2.44785989477108	2.6054403078635	2.76269621493449	2.87678044220946
FANK1	-1.15439617489822	-0.309431900660424	-2.2680479105966	-0.864502938104913	-1.26605595302577	-0.433742185285332	-1.78688248706231	-1.71007967707808	-1.74423970786914	-1.40356866244757	-1.7242728579817	-1.53823348912054
FARP2	-1.77841080934058	-0.139272188649096	-0.985484999532811	-1.24088603829151	-0.408901758130866	0.334413245853803	-1.67880926357115	-2.23377470148889	-1.21965106512653	-1.43994134114833	-1.15827266174057	-1.42468175917666
FBXO36	-0.720248124052509	-1.31426306605388	0.0342111274521556	-0.89595061792236	-1.01526165314873	-0.761699762202983	-1.28369417266227	-1.03349236657683	-1.03387800591184	-1.5405344736128	-1.27312483669259	-0.840200763298634
FBXW12	-2.73999891425713	-1.32379062688277	-2.4447273212533	-2.76606108171815	-1.64826633814216	-0.783044973789294	-2.94668586602722	-3.11414719505819	-2.6076127066519	-2.74728772499679	-3.07974531006235	-2.70020527565443
FEV	-2.49821022320015	-1.35025833292752	-2.55117714031903	-2.79651061471122	-1.65407929570908	-0.80969842393404	-2.87172436821831	-3.16760310194224	-2.10346949060805	-2.81607995935383	-3.12207282805167	-2.43041349860717
FKBP5	-0.329743728785329	-1.05762164900925	-0.490896761790685	-0.242539180070533	-0.240418362244445	-0.516326744723879	-0.049038878021158	-0.0694774544140096	-0.0322783869619428	-0.0627797497497617	0.0295884717043141	0.0600368557040061
